Einkommen,Einfache Steuer Alleinstehende,EAinProzent,Einfache Steuer gemeinsam Steuerpflichtige,EgSinProzent
331’200,28’152.00,8.5000%,26’382.80,7.9658%
331’300,28’160.50,8.5000%,26’390.75,7.9658%
331’400,28’169.00,8.5000%,26’401.60,7.9667%
331’500,28’177.50,8.5000%,26’409.55,7.9667%
331’600,28’186.00,8.5000%,26’420.40,7.9676%
331’700,28’194.50,8.5000%,26’428.35,7.9676%
331’800,28’203.00,8.5000%,26’439.20,7.9684%
331’900,28’211.50,8.5000%,26’447.15,7.9684%
332’000,28’220.00,8.5000%,26’458.00,7.9693%
332’100,28’228.50,8.5000%,26’465.95,7.9693%
332’200,28’237.00,8.5000%,26’476.80,7.9701%
332’300,28’245.50,8.5000%,26’484.75,7.9701%
332’400,28’254.00,8.5000%,26’495.60,7.9710%
332’500,28’262.50,8.5000%,26’503.55,7.9710%
332’600,28’271.00,8.5000%,26’514.40,7.9719%
332’700,28’279.50,8.5000%,26’522.35,7.9719%
332’800,28’288.00,8.5000%,26’533.20,7.9727%
332’900,28’296.50,8.5000%,26’541.15,7.9727%
333’000,28’305.00,8.5000%,26’552.00,7.9736%
333’100,28’313.50,8.5000%,26’559.95,7.9736%
333’200,28’322.00,8.5000%,26’570.80,7.9744%
333’300,28’330.50,8.5000%,26’578.75,7.9744%
333’400,28’339.00,8.5000%,26’589.60,7.9753%
333’500,28’347.50,8.5000%,26’597.60,7.9753%
333’600,28’356.00,8.5000%,26’608.40,7.9761%
333’700,28’364.50,8.5000%,26’616.40,7.9761%
333’800,28’373.00,8.5000%,26’627.20,7.9770%
333’900,28’381.50,8.5000%,26’635.20,7.9770%
334’000,28’390.00,8.5000%,26’646.00,7.9778%
334’100,28’398.50,8.5000%,26’654.00,7.9778%
334’200,28’407.00,8.5000%,26’664.80,7.9787%
334’300,28’415.50,8.5000%,26’672.80,7.9787%
334’400,28’424.00,8.5000%,26’683.60,7.9795%
334’500,28’432.50,8.5000%,26’691.60,7.9795%
334’600,28’441.00,8.5000%,26’702.40,7.9804%
334’700,28’449.50,8.5000%,26’710.40,7.9804%
334’800,28’458.00,8.5000%,26’721.20,7.9812%
334’900,28’466.50,8.5000%,26’729.20,7.9812%
335’000,28’475.00,8.5000%,26’740.00,7.9821%
335’100,28’483.50,8.5000%,26’748.00,7.9821%
335’200,28’492.00,8.5000%,26’758.80,7.9829%
335’300,28’500.50,8.5000%,26’766.80,7.9829%
335’400,28’509.00,8.5000%,26’777.60,7.9838%
335’500,28’517.50,8.5000%,26’785.60,7.9838%
335’600,28’526.00,8.5000%,26’796.40,7.9846%
335’700,28’534.50,8.5000%,26’804.40,7.9846%
335’800,28’543.00,8.5000%,26’815.20,7.9855%
335’900,28’551.50,8.5000%,26’823.20,7.9855%
336’000,28’560.00,8.5000%,26’834.00,7.9863%
336’100,28’568.50,8.5000%,26’842.00,7.9863%
336’200,28’577.00,8.5000%,26’852.80,7.9872%
336’300,28’585.50,8.5000%,26’860.80,7.9872%
336’400,28’594.00,8.5000%,26’871.60,7.9880%
336’500,28’602.50,8.5000%,26’879.60,7.9880%
336’600,28’611.00,8.5000%,26’890.40,7.9888%
336’700,28’619.50,8.5000%,26’898.40,7.9888%
336’800,28’628.00,8.5000%,26’909.20,7.9897%
336’900,28’636.50,8.5000%,26’917.20,7.9897%
337’000,28’645.00,8.5000%,26’928.00,7.9905%
337’100,28’653.50,8.5000%,26’936.00,7.9905%
337’200,28’662.00,8.5000%,26’946.80,7.9913%
337’300,28’670.50,8.5000%,26’954.80,7.9913%
337’400,28’679.00,8.5000%,26’965.60,7.9922%
337’500,28’687.50,8.5000%,26’973.60,7.9922%
337’600,28’696.00,8.5000%,26’984.40,7.9930%
337’700,28’704.50,8.5000%,26’992.40,7.9930%
337’800,28’713.00,8.5000%,27’003.20,7.9938%
337’900,28’721.50,8.5000%,27’011.20,7.9938%
338’000,28’730.00,8.5000%,27’022.00,7.9947%
338’100,28’738.50,8.5000%,27’030.00,7.9947%
338’200,28’747.00,8.5000%,27’040.80,7.9955%
338’300,28’755.50,8.5000%,27’048.80,7.9955%
338’400,28’764.00,8.5000%,27’059.60,7.9963%
338’500,28’772.50,8.5000%,27’067.60,7.9963%
338’600,28’781.00,8.5000%,27’078.40,7.9972%
338’700,28’789.50,8.5000%,27’086.40,7.9972%
338’800,28’798.00,8.5000%,27’097.20,7.9980%
338’900,28’806.50,8.5000%,27’105.20,7.9980%
339’000,28’815.00,8.5000%,27’116.00,7.9988%
339’100,28’823.50,8.5000%,27’124.00,7.9988%
339’200,28’832.00,8.5000%,27’134.80,7.9996%
339’300,28’840.50,8.5000%,27’142.80,7.9996%
339’400,28’849.00,8.5000%,27’153.60,8.0005%
339’500,28’857.50,8.5000%,27’161.60,8.0005%
339’600,28’866.00,8.5000%,27’172.40,8.0013%
339’700,28’874.50,8.5000%,27’180.40,8.0013%
339’800,28’883.00,8.5000%,27’191.20,8.0021%
339’900,28’891.50,8.5000%,27’199.20,8.0021%
340’000,28’900.00,8.5000%,27’210.00,8.0029%
340’100,28’908.50,8.5000%,27’218.00,8.0029%
340’200,28’917.00,8.5000%,27’228.80,8.0038%
340’300,28’925.50,8.5000%,27’236.80,8.0038%
340’400,28’934.00,8.5000%,27’247.60,8.0046%
340’500,28’942.50,8.5000%,27’255.60,8.0046%
340’600,28’951.00,8.5000%,27’266.40,8.0054%
340’700,28’959.50,8.5000%,27’274.40,8.0054%
340’800,28’968.00,8.5000%,27’285.20,8.0062%
340’900,28’976.50,8.5000%,27’293.20,8.0062%
341’000,28’985.00,8.5000%,27’304.00,8.0070%
341’100,28’993.50,8.5000%,27’312.00,8.0070%
341’200,29’002.00,8.5000%,27’322.80,8.0079%
341’300,29’010.50,8.5000%,27’330.80,8.0079%
341’400,29’019.00,8.5000%,27’341.60,8.0087%
341’500,29’027.50,8.5000%,27’349.60,8.0087%
341’600,29’036.00,8.5000%,27’360.40,8.0095%
341’700,29’044.50,8.5000%,27’368.40,8.0095%
341’800,29’053.00,8.5000%,27’379.20,8.0103%
341’900,29’061.50,8.5000%,27’387.20,8.0103%
342’000,29’070.00,8.5000%,27’398.00,8.0111%
342’100,29’078.50,8.5000%,27’406.00,8.0111%
342’200,29’087.00,8.5000%,27’416.80,8.0119%
342’300,29’095.50,8.5000%,27’424.80,8.0119%
342’400,29’104.00,8.5000%,27’435.60,8.0127%
342’500,29’112.50,8.5000%,27’443.60,8.0127%
342’600,29’121.00,8.5000%,27’454.40,8.0135%
342’700,29’129.50,8.5000%,27’462.40,8.0135%
342’800,29’138.00,8.5000%,27’473.20,8.0144%
342’900,29’146.50,8.5000%,27’481.20,8.0144%
343’000,29’155.00,8.5000%,27’492.00,8.0152%
343’100,29’163.50,8.5000%,27’500.00,8.0152%
343’200,29’172.00,8.5000%,27’510.80,8.0160%
343’300,29’180.50,8.5000%,27’518.80,8.0160%
343’400,29’189.00,8.5000%,27’529.60,8.0168%
343’500,29’197.50,8.5000%,27’537.60,8.0168%
343’600,29’206.00,8.5000%,27’548.40,8.0176%
343’700,29’214.50,8.5000%,27’556.40,8.0176%
343’800,29’223.00,8.5000%,27’567.20,8.0184%
343’900,29’231.50,8.5000%,27’575.20,8.0184%
344’000,29’240.00,8.5000%,27’586.00,8.0192%
344’100,29’248.50,8.5000%,27’594.00,8.0192%
344’200,29’257.00,8.5000%,27’604.80,8.0200%
344’300,29’265.50,8.5000%,27’612.80,8.0200%
344’400,29’274.00,8.5000%,27’623.60,8.0208%
344’500,29’282.50,8.5000%,27’631.60,8.0208%
344’600,29’291.00,8.5000%,27’642.40,8.0216%
344’700,29’299.50,8.5000%,27’650.40,8.0216%
344’800,29’308.00,8.5000%,27’661.20,8.0224%
344’900,29’316.50,8.5000%,27’669.20,8.0224%
345’000,29’325.00,8.5000%,27’680.00,8.0232%
345’100,29’333.50,8.5000%,27’688.00,8.0232%
345’200,29’342.00,8.5000%,27’698.80,8.0240%
345’300,29’350.50,8.5000%,27’706.80,8.0240%
345’400,29’359.00,8.5000%,27’717.60,8.0248%
345’500,29’367.50,8.5000%,27’725.60,8.0248%
345’600,29’376.00,8.5000%,27’736.40,8.0256%
345’700,29’384.50,8.5000%,27’744.45,8.0256%
345’800,29’393.00,8.5000%,27’755.20,8.0264%
345’900,29’401.50,8.5000%,27’763.25,8.0264%
346’000,29’410.00,8.5000%,27’774.00,8.0272%
346’100,29’418.50,8.5000%,27’782.05,8.0272%
346’200,29’427.00,8.5000%,27’792.80,8.0280%
346’300,29’435.50,8.5000%,27’800.85,8.0280%
346’400,29’444.00,8.5000%,27’811.60,8.0288%
346’500,29’452.50,8.5000%,27’819.65,8.0288%
346’600,29’461.00,8.5000%,27’830.40,8.0295%
346’700,29’469.50,8.5000%,27’838.45,8.0295%
346’800,29’478.00,8.5000%,27’849.20,8.0303%
346’900,29’486.50,8.5000%,27’857.25,8.0303%
347’000,29’495.00,8.5000%,27’868.00,8.0311%
347’100,29’503.50,8.5000%,27’876.05,8.0311%
347’200,29’512.00,8.5000%,27’886.80,8.0319%
347’300,29’520.50,8.5000%,27’894.85,8.0319%
347’400,29’529.00,8.5000%,27’905.60,8.0327%
347’500,29’537.50,8.5000%,27’913.65,8.0327%
347’600,29’546.00,8.5000%,27’924.40,8.0335%
347’700,29’554.50,8.5000%,27’932.45,8.0335%
347’800,29’563.00,8.5000%,27’943.20,8.0343%
347’900,29’571.50,8.5000%,27’951.25,8.0343%
348’000,29’580.00,8.5000%,27’962.00,8.0351%
348’100,29’588.50,8.5000%,27’970.05,8.0351%
348’200,29’597.00,8.5000%,27’980.80,8.0358%
348’300,29’605.50,8.5000%,27’988.85,8.0358%
348’400,29’614.00,8.5000%,27’999.60,8.0366%
348’500,29’622.50,8.5000%,28’007.65,8.0366%
348’600,29’631.00,8.5000%,28’018.40,8.0374%
348’700,29’639.50,8.5000%,28’026.45,8.0374%
348’800,29’648.00,8.5000%,28’037.20,8.0382%
348’900,29’656.50,8.5000%,28’045.25,8.0382%
349’000,29’665.00,8.5000%,28’056.00,8.0390%
349’100,29’673.50,8.5000%,28’064.05,8.0390%
349’200,29’682.00,8.5000%,28’074.80,8.0397%
349’300,29’690.50,8.5000%,28’082.85,8.0397%
349’400,29’699.00,8.5000%,28’093.60,8.0405%
349’500,29’707.50,8.5000%,28’101.65,8.0405%
349’600,29’716.00,8.5000%,28’112.40,8.0413%
349’700,29’724.50,8.5000%,28’120.45,8.0413%
349’800,29’733.00,8.5000%,28’131.20,8.0421%
349’900,29’741.50,8.5000%,28’139.25,8.0421%
350’000,29’750.00,8.5000%,28’150.00,8.0429%
350’100,29’758.50,8.5000%,28’158.05,8.0429%
350’200,29’767.00,8.5000%,28’168.80,8.0436%
350’300,29’775.50,8.5000%,28’176.85,8.0436%
350’400,29’784.00,8.5000%,28’187.60,8.0444%
350’500,29’792.50,8.5000%,28’195.65,8.0444%
350’600,29’801.00,8.5000%,28’206.40,8.0452%
350’700,29’809.50,8.5000%,28’214.45,8.0452%
350’800,29’818.00,8.5000%,28’225.20,8.0460%
350’900,29’826.50,8.5000%,28’233.25,8.0460%
351’000,29’835.00,8.5000%,28’244.00,8.0467%
351’100,29’843.50,8.5000%,28’252.05,8.0467%
351’200,29’852.00,8.5000%,28’262.80,8.0475%
351’300,29’860.50,8.5000%,28’270.85,8.0475%
351’400,29’869.00,8.5000%,28’281.60,8.0483%
351’500,29’877.50,8.5000%,28’289.65,8.0483%
351’600,29’886.00,8.5000%,28’300.40,8.0490%
351’700,29’894.50,8.5000%,28’308.45,8.0490%
351’800,29’903.00,8.5000%,28’319.20,8.0498%
351’900,29’911.50,8.5000%,28’327.25,8.0498%
352’000,29’920.00,8.5000%,28’338.00,8.0506%
352’100,29’928.50,8.5000%,28’346.05,8.0506%
352’200,29’937.00,8.5000%,28’356.80,8.0513%
352’300,29’945.50,8.5000%,28’364.85,8.0513%
352’400,29’954.00,8.5000%,28’375.60,8.0521%
352’500,29’962.50,8.5000%,28’383.65,8.0521%
352’600,29’971.00,8.5000%,28’394.40,8.0529%
352’700,29’979.50,8.5000%,28’402.45,8.0529%
352’800,29’988.00,8.5000%,28’413.20,8.0536%
352’900,29’996.50,8.5000%,28’421.25,8.0536%
353’000,30’005.00,8.5000%,28’432.00,8.0544%
353’100,30’013.50,8.5000%,28’440.05,8.0544%
353’200,30’022.00,8.5000%,28’450.80,8.0552%
353’300,30’030.50,8.5000%,28’458.85,8.0552%
353’400,30’039.00,8.5000%,28’469.60,8.0559%
353’500,30’047.50,8.5000%,28’477.65,8.0559%
353’600,30’056.00,8.5000%,28’488.40,8.0567%
353’700,30’064.50,8.5000%,28’496.45,8.0567%
353’800,30’073.00,8.5000%,28’507.20,8.0574%
353’900,30’081.50,8.5000%,28’515.25,8.0574%
354’000,30’090.00,8.5000%,28’526.00,8.0582%
354’100,30’098.50,8.5000%,28’534.05,8.0582%
354’200,30’107.00,8.5000%,28’544.80,8.0589%
354’300,30’115.50,8.5000%,28’552.85,8.0589%
354’400,30’124.00,8.5000%,28’563.60,8.0597%
354’500,30’132.50,8.5000%,28’571.65,8.0597%
354’600,30’141.00,8.5000%,28’582.40,8.0605%
354’700,30’149.50,8.5000%,28’590.45,8.0605%
354’800,30’158.00,8.5000%,28’601.20,8.0612%
354’900,30’166.50,8.5000%,28’609.25,8.0612%
355’000,30’175.00,8.5000%,28’620.00,8.0620%
355’100,30’183.50,8.5000%,28’628.05,8.0620%
355’200,30’192.00,8.5000%,28’638.80,8.0627%
355’300,30’200.50,8.5000%,28’646.85,8.0627%
355’400,30’209.00,8.5000%,28’657.60,8.0635%
355’500,30’217.50,8.5000%,28’665.65,8.0635%
355’600,30’226.00,8.5000%,28’676.40,8.0642%
355’700,30’234.50,8.5000%,28’684.45,8.0642%
355’800,30’243.00,8.5000%,28’695.20,8.0650%
355’900,30’251.50,8.5000%,28’703.25,8.0650%
356’000,30’260.00,8.5000%,28’714.00,8.0657%
356’100,30’268.50,8.5000%,28’722.05,8.0657%
356’200,30’277.00,8.5000%,28’732.80,8.0665%
356’300,30’285.50,8.5000%,28’740.85,8.0665%
356’400,30’294.00,8.5000%,28’751.60,8.0672%
356’500,30’302.50,8.5000%,28’759.65,8.0672%
356’600,30’311.00,8.5000%,28’770.40,8.0680%
356’700,30’319.50,8.5000%,28’778.45,8.0680%
356’800,30’328.00,8.5000%,28’789.20,8.0687%
356’900,30’336.50,8.5000%,28’797.25,8.0687%
357’000,30’345.00,8.5000%,28’808.00,8.0695%
357’100,30’353.50,8.5000%,28’816.05,8.0695%
357’200,30’362.00,8.5000%,28’826.80,8.0702%
357’300,30’370.50,8.5000%,28’834.85,8.0702%
357’400,30’379.00,8.5000%,28’845.60,8.0710%
357’500,30’387.50,8.5000%,28’853.65,8.0710%
357’600,30’396.00,8.5000%,28’864.40,8.0717%
357’700,30’404.50,8.5000%,28’872.45,8.0717%
357’800,30’413.00,8.5000%,28’883.20,8.0724%
357’900,30’421.50,8.5000%,28’891.25,8.0724%
358’000,30’430.00,8.5000%,28’902.00,8.0732%
358’100,30’438.50,8.5000%,28’910.05,8.0732%
358’200,30’447.00,8.5000%,28’920.80,8.0739%
358’300,30’455.50,8.5000%,28’928.85,8.0739%
358’400,30’464.00,8.5000%,28’939.60,8.0747%
358’500,30’472.50,8.5000%,28’947.65,8.0747%
358’600,30’481.00,8.5000%,28’958.40,8.0754%
358’700,30’489.50,8.5000%,28’966.50,8.0754%
358’800,30’498.00,8.5000%,28’977.20,8.0761%
358’900,30’506.50,8.5000%,28’985.30,8.0761%
359’000,30’515.00,8.5000%,28’996.00,8.0769%
359’100,30’523.50,8.5000%,29’004.10,8.0769%
359’200,30’532.00,8.5000%,29’014.80,8.0776%
359’300,30’540.50,8.5000%,29’022.90,8.0776%
359’400,30’549.00,8.5000%,29’033.60,8.0784%
359’500,30’557.50,8.5000%,29’041.70,8.0784%
359’600,30’566.00,8.5000%,29’052.40,8.0791%
359’700,30’574.50,8.5000%,29’060.50,8.0791%
359’800,30’583.00,8.5000%,29’071.20,8.0798%
359’900,30’591.50,8.5000%,29’079.30,8.0798%
360’000,30’600.00,8.5000%,29’090.00,8.0806%
360’100,30’608.50,8.5000%,29’098.10,8.0806%
360’200,30’617.00,8.5000%,29’108.80,8.0813%
360’300,30’625.50,8.5000%,29’116.90,8.0813%
360’400,30’634.00,8.5000%,29’127.60,8.0820%
360’500,30’642.50,8.5000%,29’135.70,8.0820%
360’600,30’651.00,8.5000%,29’146.40,8.0828%
360’700,30’659.50,8.5000%,29’154.50,8.0828%
360’800,30’668.00,8.5000%,29’165.20,8.0835%
360’900,30’676.50,8.5000%,29’173.30,8.0835%
361’000,30’685.00,8.5000%,29’184.00,8.0842%
361’100,30’693.50,8.5000%,29’192.10,8.0842%
361’200,30’702.00,8.5000%,29’202.80,8.0849%
361’300,30’710.50,8.5000%,29’210.90,8.0849%
361’400,30’719.00,8.5000%,29’221.60,8.0857%
361’500,30’727.50,8.5000%,29’229.70,8.0857%
361’600,30’736.00,8.5000%,29’240.40,8.0864%
361’700,30’744.50,8.5000%,29’248.50,8.0864%
361’800,30’753.00,8.5000%,29’259.20,8.0871%
361’900,30’761.50,8.5000%,29’267.30,8.0871%
362’000,30’770.00,8.5000%,29’278.00,8.0878%
362’100,30’778.50,8.5000%,29’286.10,8.0878%
362’200,30’787.00,8.5000%,29’296.80,8.0886%
362’300,30’795.50,8.5000%,29’304.90,8.0886%
362’400,30’804.00,8.5000%,29’315.60,8.0893%
362’500,30’812.50,8.5000%,29’323.70,8.0893%
362’600,30’821.00,8.5000%,29’334.40,8.0900%
362’700,30’829.50,8.5000%,29’342.50,8.0900%
362’800,30’838.00,8.5000%,29’353.20,8.0907%
362’900,30’846.50,8.5000%,29’361.30,8.0907%
363’000,30’855.00,8.5000%,29’372.00,8.0915%
363’100,30’863.50,8.5000%,29’380.10,8.0915%
363’200,30’872.00,8.5000%,29’390.80,8.0922%
363’300,30’880.50,8.5000%,29’398.90,8.0922%
363’400,30’889.00,8.5000%,29’409.60,8.0929%
363’500,30’897.50,8.5000%,29’417.70,8.0929%
363’600,30’906.00,8.5000%,29’428.40,8.0936%
363’700,30’914.50,8.5000%,29’436.50,8.0936%
363’800,30’923.00,8.5000%,29’447.20,8.0943%
363’900,30’931.50,8.5000%,29’455.30,8.0943%
364’000,30’940.00,8.5000%,29’466.00,8.0951%
364’100,30’948.50,8.5000%,29’474.10,8.0951%
364’200,30’957.00,8.5000%,29’484.80,8.0958%
364’300,30’965.50,8.5000%,29’492.90,8.0958%
364’400,30’974.00,8.5000%,29’503.60,8.0965%
364’500,30’982.50,8.5000%,29’511.70,8.0965%
364’600,30’991.00,8.5000%,29’522.40,8.0972%
364’700,30’999.50,8.5000%,29’530.50,8.0972%
364’800,31’008.00,8.5000%,29’541.20,8.0979%
364’900,31’016.50,8.5000%,29’549.30,8.0979%
365’000,31’025.00,8.5000%,29’560.00,8.0986%
365’100,31’033.50,8.5000%,29’568.10,8.0986%
365’200,31’042.00,8.5000%,29’578.80,8.0993%
365’300,31’050.50,8.5000%,29’586.90,8.0993%
365’400,31’059.00,8.5000%,29’597.60,8.1001%
365’500,31’067.50,8.5000%,29’605.70,8.1001%
365’600,31’076.00,8.5000%,29’616.40,8.1008%
365’700,31’084.50,8.5000%,29’624.50,8.1008%
365’800,31’093.00,8.5000%,29’635.20,8.1015%
365’900,31’101.50,8.5000%,29’643.30,8.1015%
366’000,31’110.00,8.5000%,29’654.00,8.1022%
366’100,31’118.50,8.5000%,29’662.10,8.1022%
366’200,31’127.00,8.5000%,29’672.80,8.1029%
366’300,31’135.50,8.5000%,29’680.90,8.1029%
366’400,31’144.00,8.5000%,29’691.60,8.1036%
366’500,31’152.50,8.5000%,29’699.70,8.1036%
366’600,31’161.00,8.5000%,29’710.40,8.1043%
366’700,31’169.50,8.5000%,29’718.50,8.1043%
366’800,31’178.00,8.5000%,29’729.20,8.1050%
366’900,31’186.50,8.5000%,29’737.30,8.1050%
367’000,31’195.00,8.5000%,29’748.00,8.1057%
367’100,31’203.50,8.5000%,29’756.10,8.1057%
367’200,31’212.00,8.5000%,29’766.80,8.1064%
367’300,31’220.50,8.5000%,29’774.90,8.1064%
367’400,31’229.00,8.5000%,29’785.60,8.1071%
367’500,31’237.50,8.5000%,29’793.70,8.1071%
367’600,31’246.00,8.5000%,29’804.40,8.1078%
367’700,31’254.50,8.5000%,29’812.50,8.1078%
367’800,31’263.00,8.5000%,29’823.20,8.1085%
367’900,31’271.50,8.5000%,29’831.30,8.1085%
368’000,31’280.00,8.5000%,29’842.00,8.1092%
368’100,31’288.50,8.5000%,29’850.10,8.1092%
368’200,31’297.00,8.5000%,29’860.80,8.1099%
368’300,31’305.50,8.5000%,29’868.90,8.1099%
368’400,31’314.00,8.5000%,29’879.60,8.1106%
368’500,31’322.50,8.5000%,29’887.70,8.1106%
368’600,31’331.00,8.5000%,29’898.40,8.1113%
368’700,31’339.50,8.5000%,29’906.50,8.1113%
368’800,31’348.00,8.5000%,29’917.20,8.1120%
368’900,31’356.50,8.5000%,29’925.30,8.1120%
369’000,31’365.00,8.5000%,29’936.00,8.1127%
369’100,31’373.50,8.5000%,29’944.10,8.1127%
369’200,31’382.00,8.5000%,29’954.80,8.1134%
369’300,31’390.50,8.5000%,29’962.90,8.1134%
369’400,31’399.00,8.5000%,29’973.60,8.1141%
369’500,31’407.50,8.5000%,29’981.70,8.1141%
369’600,31’416.00,8.5000%,29’992.40,8.1148%
369’700,31’424.50,8.5000%,30’000.50,8.1148%
369’800,31’433.00,8.5000%,30’011.20,8.1155%
369’900,31’441.50,8.5000%,30’019.30,8.1155%
370’000,31’450.00,8.5000%,30’030.00,8.1162%
370’100,31’458.50,8.5000%,30’038.10,8.1162%
370’200,31’467.00,8.5000%,30’048.80,8.1169%
370’300,31’475.50,8.5000%,30’056.90,8.1169%
370’400,31’484.00,8.5000%,30’067.60,8.1176%
370’500,31’492.50,8.5000%,30’075.70,8.1176%
370’600,31’501.00,8.5000%,30’086.40,8.1183%
370’700,31’509.50,8.5000%,30’094.50,8.1183%
370’800,31’518.00,8.5000%,30’105.20,8.1190%
370’900,31’526.50,8.5000%,30’113.30,8.1190%
371’000,31’535.00,8.5000%,30’124.00,8.1197%
371’100,31’543.50,8.5000%,30’132.10,8.1197%
371’200,31’552.00,8.5000%,30’142.80,8.1204%
371’300,31’560.50,8.5000%,30’150.90,8.1204%
371’400,31’569.00,8.5000%,30’161.60,8.1211%
